Date,MaxT,MeanT,MinT,RH,AH,ph,sh,pm25,pm10,o3,no2,so2,co,Rain,V10mucomponentofwind_ind,V10mvcomponentofwind_ind,V2mdewpointtemperature_k,V2mtemperature_k,VLeafareaindexHIGH_ind,VLeafareaindexLOW_ind,VSurfacepressure_pa,VTotalprecipitation_m,WindSpeed_msminus1,WindDirection_deg,VaporPressure_kpa,SaturatedVaporPressure_kpa,AbsoluteHumidity_gmminus3,RelativeHumidity1_perc,RelativeHumidity2_perc,Cardiovascular disease,Chronic respiratory disease,Congenital Abnormalities,Diabetes mellitus,Digestive disease,Endocrine disorders,Factors influencing health status and contact with health services,Genitourinary disorders,Ill-defined diseases,Ill-defined injuries/accidents,Infectious and Parasitic Diseases,Intentional injuries,Malignant neoplasms,Maternal conditions,Mental disorders,Musculoskeletal disease,Neurological and sense disorders,Not Categorised,Nutritional deficiencies,Oral Diseases,Other neoplasms,Perinatal conditions,Respiratory Infection,Skin diseases,Unintentional injuries
2007-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.0,491.0,5.0,81.0,1129.0,168.0,146.0,475.0,2227.0,25.0,1087.0,154.0,83.0,25.0,58.0,666.0,724.0,101.0,43.0,48.0,10.0,101.0,1813.0,610.0,3251.0
2007-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.0,428.0,6.0,71.0,1214.0,145.0,133.0,473.0,2296.0,15.0,1342.0,157.0,91.0,29.0,68.0,655.0,672.0,122.0,35.0,55.0,6.0,86.0,1744.0,570.0,3184.0
2007-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.0,473.0,8.0,60.0,1374.0,175.0,148.0,557.0,2462.0,22.0,1456.0,156.0,88.0,30.0,58.0,619.0,639.0,106.0,36.0,41.0,7.0,82.0,1856.0,563.0,3133.0
2007-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0,427.0,3.0,62.0,1221.0,178.0,115.0,549.0,2452.0,34.0,1271.0,141.0,83.0,31.0,67.0,583.0,604.0,120.0,35.0,40.0,11.0,66.0,1745.0,529.0,3120.0
2007-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0,420.0,6.0,80.0,1273.0,143.0,128.0,491.0,2340.0,24.0,1235.0,150.0,73.0,34.0,56.0,613.0,658.0,96.0,48.0,43.0,7.0,70.0,1667.0,504.0,3283.0
2007-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.0,382.0,5.0,72.0,1123.0,142.0,142.0,474.0,2305.0,19.0,1075.0,133.0,74.0,38.0,45.0,577.0,590.0,132.0,47.0,43.0,8.0,92.0,1556.0,547.0,3163.0
2007-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.0,459.0,6.0,75.0,1157.0,147.0,108.0,529.0,2319.0,19.0,1015.0,172.0,97.0,25.0,45.0,634.0,622.0,104.0,33.0,54.0,11.0,95.0,1507.0,538.0,3060.0
2007-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0,442.0,5.0,78.0,1083.0,153.0,141.0,519.0,2286.0,13.0,1136.0,170.0,90.0,29.0,61.0,676.0,593.0,126.0,29.0,53.0,7.0,67.0,1726.0,583.0,3146.0
2007-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.0,428.0,8.0,94.0,1072.0,167.0,148.0,514.0,2120.0,32.0,1019.0,181.0,81.0,27.0,53.0,761.0,616.0,106.0,29.0,69.0,13.0,77.0,1756.0,547.0,3078.0
2007-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.0,476.0,6.0,65.0,1239.0,141.0,149.0,457.0,2003.0,32.0,952.0,172.0,77.0,41.0,57.0,937.0,684.0,103.0,29.0,78.0,16.0,100.0,1865.0,589.0,2925.0
2007-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.0,504.0,8.0,91.0,1244.0,170.0,127.0,566.0,2076.0,21.0,927.0,169.0,72.0,36.0,62.0,775.0,623.0,123.0,33.0,66.0,5.0,83.0,1962.0,576.0,3022.0
2007-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.0,514.0,6.0,69.0,1281.0,179.0,92.0,522.0,2132.0,22.0,1019.0,193.0,88.0,34.0,61.0,761.0,632.0,118.0,31.0,62.0,13.0,81.0,1828.0,613.0,3093.0
2007-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.0,513.0,3.0,69.0,1261.0,148.0,123.0,511.0,2111.0,21.0,1030.0,164.0,93.0,28.0,50.0,743.0,711.0,113.0,24.0,54.0,6.0,85.0,1815.0,598.0,3078.0
2007-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.0,511.0,5.0,84.0,1228.0,170.0,118.0,506.0,1946.0,18.0,1016.0,175.0,74.0,27.0,58.0,734.0,657.0,108.0,30.0,51.0,10.0,76.0,1765.0,551.0,3087.0
2007-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.0,475.0,6.0,77.0,1186.0,173.0,116.0,491.0,1991.0,33.0,1036.0,155.0,92.0,28.0,71.0,667.0,619.0,105.0,45.0,54.0,10.0,90.0,1598.0,500.0,3169.0
2007-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,446.0,4.0,79.0,1168.0,173.0,128.0,489.0,2056.0,25.0,1178.0,177.0,69.0,28.0,58.0,711.0,639.0,116.0,36.0,60.0,13.0,100.0,1747.0,590.0,3001.0
2007-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.0,502.0,8.0,70.0,1322.0,168.0,149.0,513.0,2122.0,19.0,1239.0,176.0,99.0,36.0,62.0,774.0,700.0,103.0,36.0,72.0,16.0,82.0,2072.0,637.0,3042.0
2008-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.0,495.0,11.0,62.0,1228.0,161.0,166.0,542.0,2151.0,34.0,1217.0,160.0,89.0,38.0,54.0,714.0,709.0,116.0,29.0,75.0,11.0,70.0,2086.0,630.0,3300.0
2008-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,510.0,7.0,74.0,1284.0,201.0,179.0,527.0,2335.0,28.0,1090.0,172.0,83.0,36.0,63.0,737.0,635.0,122.0,30.0,59.0,8.0,46.0,2031.0,566.0,3276.0
2008-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.0,563.0,8.0,76.0,1278.0,192.0,150.0,480.0,2261.0,40.0,1018.0,166.0,98.0,25.0,66.0,765.0,630.0,122.0,38.0,59.0,13.0,58.0,2238.0,617.0,3356.0
2008-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,528.0,5.0,52.0,1247.0,187.0,171.0,514.0,2388.0,34.0,1076.0,175.0,95.0,40.0,65.0,741.0,706.0,117.0,37.0,53.0,10.0,65.0,2359.0,623.0,3459.0
2008-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.0,514.0,7.0,80.0,1215.0,203.0,149.0,526.0,2411.0,25.0,1045.0,192.0,80.0,27.0,59.0,804.0,676.0,121.0,29.0,48.0,8.0,59.0,2353.0,600.0,3397.0
2008-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0,552.0,3.0,53.0,1154.0,173.0,171.0,508.0,2168.0,41.0,1186.0,159.0,82.0,34.0,64.0,671.0,663.0,79.0,27.0,107.0,10.0,113.0,2710.0,697.0,3207.0
2008-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.0,554.0,5.0,77.0,1273.0,167.0,152.0,584.0,2415.0,29.0,1088.0,178.0,86.0,30.0,57.0,761.0,737.0,126.0,23.0,63.0,19.0,81.0,2478.0,645.0,3273.0
2008-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.0,531.0,6.0,75.0,1241.0,163.0,149.0,502.0,2460.0,42.0,990.0,204.0,82.0,39.0,66.0,746.0,710.0,124.0,32.0,51.0,9.0,76.0,2309.0,611.0,3274.0
2008-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.0,544.0,13.0,85.0,1202.0,179.0,195.0,532.0,2399.0,32.0,943.0,181.0,75.0,29.0,68.0,768.0,630.0,102.0,43.0,49.0,18.0,71.0,2079.0,626.0,3454.0
2008-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0,476.0,6.0,67.0,1203.0,166.0,138.0,494.0,2328.0,30.0,902.0,192.0,80.0,35.0,51.0,705.0,669.0,104.0,26.0,52.0,8.0,97.0,2139.0,564.0,3316.0
2008-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.0,492.0,7.0,87.0,1199.0,185.0,148.0,534.0,2290.0,22.0,972.0,167.0,84.0,25.0,44.0,759.0,686.0,122.0,44.0,49.0,13.0,69.0,2294.0,554.0,3153.0
2008-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.0,497.0,8.0,79.0,1273.0,174.0,143.0,536.0,2448.0,42.0,1051.0,175.0,83.0,30.0,49.0,716.0,738.0,134.0,25.0,62.0,8.0,92.0,2455.0,612.0,3129.0
2008-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0,504.0,8.0,72.0,1285.0,190.0,172.0,583.0,2520.0,49.0,1016.0,192.0,112.0,28.0,61.0,710.0,746.0,126.0,36.0,65.0,10.0,82.0,2331.0,583.0,3283.0
2008-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.0,580.0,5.0,67.0,1284.0,167.0,119.0,529.0,2608.0,23.0,952.0,178.0,89.0,39.0,73.0,747.0,716.0,143.0,37.0,65.0,9.0,80.0,2493.0,641.0,3581.0
2008-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.0,541.0,4.0,96.0,1224.0,182.0,131.0,535.0,2579.0,40.0,1039.0,216.0,80.0,30.0,59.0,666.0,681.0,105.0,55.0,69.0,10.0,84.0,2511.0,624.0,3482.0
2008-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.0,623.0,5.0,74.0,1157.0,173.0,172.0,562.0,2516.0,35.0,1141.0,190.0,85.0,18.0,56.0,747.0,636.0,127.0,32.0,52.0,12.0,65.0,2742.0,579.0,3489.0
2008-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.0,537.0,14.0,84.0,1235.0,193.0,176.0,564.0,2646.0,25.0,1165.0,181.0,80.0,26.0,53.0,690.0,637.0,134.0,41.0,61.0,14.0,89.0,2840.0,591.0,3394.0
2008-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0,571.0,8.0,74.0,1222.0,198.0,167.0,555.0,2673.0,29.0,1240.0,194.0,101.0,32.0,56.0,696.0,691.0,129.0,40.0,69.0,9.0,117.0,3049.0,639.0,3377.0
2008-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.0,520.0,11.0,81.0,1227.0,188.0,167.0,590.0,2423.0,35.0,1000.0,187.0,106.0,25.0,63.0,875.0,693.0,131.0,40.0,73.0,8.0,66.0,2680.0,605.0,3109.0
2008-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,552.0,8.0,72.0,1127.0,169.0,132.0,567.0,2479.0,36.0,1017.0,196.0,88.0,32.0,53.0,892.0,696.0,112.0,39.0,75.0,21.0,64.0,2518.0,621.0,3177.0
2008-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.0,499.0,5.0,80.0,1198.0,158.0,131.0,605.0,2465.0,40.0,1027.0,209.0,78.0,32.0,62.0,805.0,692.0,121.0,42.0,77.0,13.0,119.0,2544.0,647.0,3236.0
2008-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.0,445.0,4.0,62.0,1173.0,168.0,152.0,585.0,2371.0,36.0,977.0,187.0,73.0,28.0,50.0,798.0,704.0,95.0,41.0,55.0,9.0,73.0,2102.0,551.0,3196.0
2008-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0,423.0,8.0,62.0,1151.0,199.0,157.0,520.0,2370.0,39.0,926.0,214.0,58.0,20.0,48.0,775.0,672.0,100.0,38.0,60.0,12.0,75.0,1951.0,598.0,3160.0
2008-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,432.0,4.0,68.0,1163.0,173.0,173.0,555.0,2343.0,40.0,971.0,203.0,78.0,20.0,57.0,771.0,640.0,123.0,42.0,54.0,9.0,82.0,1871.0,636.0,3024.0
2008-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.0,441.0,6.0,58.0,1176.0,173.0,149.0,550.0,2429.0,32.0,935.0,199.0,75.0,31.0,41.0,736.0,717.0,112.0,37.0,66.0,16.0,81.0,1951.0,609.0,3218.0
2008-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.0,425.0,8.0,70.0,1156.0,191.0,142.0,586.0,2543.0,23.0,968.0,213.0,72.0,23.0,65.0,811.0,632.0,131.0,37.0,54.0,9.0,76.0,1867.0,587.0,3239.0
2008-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.0,426.0,3.0,71.0,1175.0,166.0,150.0,563.0,2457.0,28.0,999.0,190.0,97.0,18.0,73.0,864.0,656.0,128.0,43.0,60.0,13.0,89.0,1974.0,561.0,3460.0
2008-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.0,464.0,10.0,69.0,1222.0,146.0,133.0,549.0,2375.0,34.0,879.0,193.0,80.0,33.0,70.0,775.0,714.0,112.0,45.0,66.0,17.0,71.0,1918.0,599.0,3467.0
2008-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0,468.0,4.0,68.0,1256.0,165.0,123.0,549.0,2359.0,13.0,902.0,196.0,71.0,19.0,63.0,719.0,678.0,137.0,28.0,69.0,10.0,64.0,2062.0,658.0,3266.0
2008-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.0,489.0,8.0,50.0,1142.0,152.0,146.0,492.0,2445.0,28.0,885.0,176.0,69.0,27.0,53.0,782.0,645.0,108.0,41.0,60.0,11.0,69.0,2053.0,566.0,3416.0
2008-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.0,480.0,6.0,70.0,1287.0,160.0,115.0,541.0,2553.0,30.0,973.0,199.0,80.0,27.0,65.0,794.0,731.0,114.0,52.0,40.0,6.0,52.0,2114.0,617.0,3438.0
2008-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0,473.0,4.0,61.0,1252.0,179.0,65.0,593.0,2438.0,21.0,1001.0,183.0,67.0,26.0,55.0,815.0,632.0,119.0,33.0,60.0,13.0,91.0,2015.0,611.0,3316.0
2008-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.0,473.0,8.0,68.0,1144.0,173.0,96.0,546.0,2465.0,20.0,995.0,215.0,94.0,22.0,57.0,714.0,644.0,113.0,44.0,51.0,12.0,97.0,1922.0,619.0,3245.0
2008-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.0,454.0,10.0,65.0,1242.0,145.0,71.0,468.0,2483.0,17.0,853.0,199.0,71.0,37.0,56.0,754.0,613.0,115.0,38.0,63.0,9.0,58.0,1820.0,586.0,3250.0
2008-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,474.0,8.0,58.0,1151.0,181.0,104.0,470.0,2308.0,16.0,935.0,219.0,71.0,31.0,61.0,700.0,593.0,103.0,41.0,58.0,17.0,77.0,1766.0,562.0,3363.0
2008-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.0,500.0,12.0,72.0,1255.0,194.0,89.0,510.0,2409.0,18.0,873.0,188.0,85.0,27.0,53.0,662.0,644.0,141.0,40.0,48.0,10.0,77.0,2001.0,589.0,3119.0
2008-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.0,530.0,12.0,66.0,1264.0,184.0,74.0,511.0,2496.0,21.0,899.0,185.0,85.0,40.0,53.0,701.0,643.0,113.0,34.0,46.0,12.0,88.0,1905.0,558.0,3164.0
2008-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.0,533.0,3.0,74.0,1268.0,207.0,98.0,586.0,2503.0,29.0,851.0,213.0,84.0,41.0,62.0,672.0,654.0,127.0,45.0,58.0,15.0,95.0,1876.0,586.0,3218.0
2008-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.0,495.0,10.0,74.0,1188.0,189.0,99.0,534.0,2502.0,23.0,912.0,188.0,77.0,24.0,48.0,731.0,667.0,104.0,37.0,60.0,11.0,90.0,1868.0,618.0,3056.0
2008-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0,512.0,4.0,66.0,1195.0,173.0,95.0,478.0,2523.0,25.0,998.0,200.0,83.0,48.0,73.0,677.0,669.0,132.0,32.0,63.0,9.0,93.0,1859.0,586.0,3318.0
2008-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.0,475.0,10.0,69.0,1342.0,166.0,88.0,460.0,2753.0,19.0,1039.0,198.0,82.0,41.0,77.0,692.0,670.0,122.0,39.0,64.0,14.0,68.0,1852.0,598.0,3272.0
2008-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.0,470.0,7.0,67.0,1318.0,152.0,95.0,502.0,2681.0,17.0,1095.0,198.0,81.0,44.0,57.0,806.0,688.0,130.0,39.0,59.0,12.0,80.0,1899.0,564.0,3204.0
2008-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.0,460.0,8.0,70.0,1287.0,195.0,102.0,475.0,2612.0,17.0,1072.0,184.0,88.0,25.0,62.0,708.0,708.0,107.0,41.0,49.0,16.0,113.0,1961.0,564.0,3487.0
2008-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.0,492.0,9.0,71.0,1428.0,188.0,93.0,489.0,2653.0,21.0,1248.0,211.0,92.0,38.0,69.0,754.0,706.0,108.0,40.0,74.0,24.0,103.0,2029.0,679.0,3207.0
2008-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0,502.0,13.0,61.0,1358.0,199.0,103.0,533.0,2591.0,15.0,1066.0,203.0,85.0,37.0,57.0,732.0,721.0,170.0,44.0,60.0,13.0,81.0,1959.0,630.0,3359.0
2008-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.0,512.0,8.0,84.0,1406.0,159.0,52.0,477.0,2493.0,12.0,1007.0,195.0,75.0,47.0,57.0,722.0,676.0,94.0,46.0,54.0,15.0,81.0,2094.0,581.0,3263.0
2008-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.0,536.0,7.0,95.0,1411.0,186.0,80.0,548.0,2501.0,9.0,1151.0,249.0,88.0,33.0,53.0,683.0,648.0,93.0,44.0,67.0,14.0,92.0,2092.0,562.0,3141.0
2008-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.0,503.0,5.0,52.0,1331.0,182.0,82.0,542.0,2765.0,7.0,1241.0,216.0,80.0,37.0,73.0,652.0,642.0,135.0,56.0,49.0,13.0,103.0,1983.0,573.0,3192.0
2008-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,474.0,13.0,63.0,1347.0,202.0,71.0,502.0,2663.0,23.0,1300.0,219.0,79.0,37.0,81.0,604.0,609.0,132.0,41.0,49.0,12.0,73.0,1913.0,586.0,3253.0
2008-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.0,478.0,8.0,57.0,1345.0,220.0,75.0,507.0,2493.0,12.0,1376.0,214.0,84.0,37.0,67.0,623.0,688.0,121.0,46.0,74.0,15.0,116.0,1938.0,637.0,3169.0
2008-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0,485.0,12.0,62.0,1309.0,215.0,83.0,491.0,2532.0,19.0,1224.0,228.0,84.0,38.0,68.0,632.0,640.0,132.0,51.0,49.0,18.0,96.0,1790.0,614.0,3289.0
2008-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.0,412.0,8.0,62.0,1247.0,197.0,84.0,495.0,2438.0,18.0,1343.0,187.0,68.0,42.0,62.0,619.0,683.0,101.0,43.0,65.0,14.0,120.0,1819.0,596.0,3225.0
2009-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.0,492.0,16.0,74.0,1366.0,179.0,95.0,478.0,2667.0,22.0,1409.0,207.0,88.0,56.0,55.0,640.0,715.0,122.0,35.0,67.0,14.0,130.0,1859.0,634.0,3289.0
2009-01-10,31.02857142857143,27.071428571428573,24.32857142857143,77.87714285714286,20.067362548571428,0.0,0.0,12.421031428571428,27.384919999999997,28.23095,13.189642857142857,3.102213142857143,0.35444445714285716,0.24285714285714285,,,,,,,,,,,,,,,,751.0,480.0,7.0,68.0,1160.0,183.0,96.0,532.0,2555.0,12.0,1116.0,166.0,91.0,45.0,51.0,623.0,622.0,130.0,42.0,72.0,17.0,74.0,1731.0,587.0,3318.0
2009-01-17,30.677142857142858,26.537142857142857,23.642857142857142,76.23428571428572,19.072289715714284,0.0,0.0,18.14484,38.33092428571428,41.28759714285714,12.214418714285715,2.8151238571428574,0.3565972142857143,0.04285714285714286,,,,,,,,,,,,,,,,715.0,530.0,9.0,65.0,1166.0,187.0,55.0,474.0,2512.0,14.0,1087.0,219.0,80.0,34.0,48.0,634.0,642.0,133.0,38.0,60.0,13.0,81.0,1783.0,572.0,3531.0
2009-01-24,32.11714285714286,27.042857142857144,23.071428571428573,75.98857142857142,19.57125978,0.0,0.0,13.107142857142858,26.121444285714286,29.021528571428572,12.411920142857143,4.272190142857143,0.29556545714285715,0.0,,,,,,,,,,,,,,,,682.0,478.0,9.0,70.0,1170.0,176.0,70.0,415.0,2538.0,25.0,1085.0,184.0,68.0,37.0,59.0,604.0,590.0,102.0,33.0,76.0,7.0,86.0,1887.0,542.0,3549.0
2009-01-31,31.337142857142858,26.982857142857142,23.954285714285714,77.58,19.89243869,0.2857142857142857,0.0,13.092658571428572,24.99252428571429,29.85535857142857,11.682648857142857,4.4136560000000005,0.3537301571428571,0.04285714285714286,,,,,,,,,,,,,,,,674.0,571.0,15.0,78.0,1294.0,175.0,65.0,534.0,2652.0,21.0,1328.0,207.0,80.0,42.0,57.0,640.0,647.0,92.0,37.0,111.0,11.0,201.0,2218.0,699.0,3236.0
2009-02-07,31.29999999857143,26.787996031428573,23.50714285714286,76.52996031857143,19.417429057142858,0.0,0.0,15.496625714285715,28.820024285714286,22.402878571428573,12.801493571428571,4.485284428571428,0.3369742142857143,0.0,,,,,,,,,,,,,,,,779.0,461.0,8.0,58.0,1154.0,195.0,76.0,504.0,2725.0,24.0,1080.0,199.0,91.0,39.0,47.0,675.0,675.0,134.0,44.0,70.0,20.0,83.0,1869.0,627.0,3384.0
2009-02-14,32.711904759999996,27.596031747142856,24.00714285714286,76.15138889,20.207486797142856,0.0,0.0,21.331548571428574,34.89004571428571,31.549504285714285,21.54146857142857,8.641572428571429,0.39694442857142853,0.07142857142857142,,,,,,,,,,,,,,,,788.0,521.0,20.0,73.0,1192.0,197.0,62.0,476.0,2699.0,13.0,1097.0,210.0,75.0,39.0,59.0,659.0,658.0,108.0,32.0,63.0,12.0,61.0,1938.0,626.0,3490.0
2009-02-21,33.30238095285714,28.144444444285714,24.66904761857143,76.64742063571428,20.95348624857143,0.0,0.0,21.95,32.960235714285716,25.812301428571427,17.850882857142857,6.314023285714286,0.4238293714285714,1.5714285714285714,,,,,,,,,,,,,,,,758.0,534.0,10.0,74.0,1168.0,191.0,71.0,542.0,2880.0,13.0,1052.0,225.0,97.0,35.0,67.0,694.0,663.0,106.0,41.0,70.0,16.0,98.0,2001.0,555.0,3486.0
2009-02-28,31.56666666857143,26.474900795714284,23.83809523857143,86.19801587428572,21.482749204285714,0.0,0.0,13.715672857142858,22.898005714285713,11.682141714285715,20.44252142857143,6.474932142857143,0.4444246,27.185714285714287,,,,,,,,,,,,,,,,730.0,478.0,9.0,54.0,1174.0,166.0,78.0,465.0,2654.0,11.0,972.0,221.0,76.0,36.0,56.0,638.0,612.0,112.0,37.0,71.0,11.0,83.0,1860.0,537.0,3480.0
2009-03-07,32.11190476142857,26.996825398571428,23.50714285714286,85.41805555714286,21.918065825714287,0.0,0.0,14.121030285714285,22.89588285714286,13.01746,24.00138,10.320482285714286,0.38360121428571425,18.82857142857143,,,,,,,,,,,,,,,,811.0,539.0,6.0,71.0,1226.0,186.0,76.0,522.0,2720.0,13.0,1036.0,208.0,80.0,39.0,54.0,601.0,663.0,126.0,31.0,61.0,16.0,68.0,1950.0,617.0,3421.0
2009-03-14,31.742857144285715,26.849900795714287,23.81904762,83.15138889,21.15239846571429,0.0,0.14285714285714285,14.705951428571428,23.658234285714286,16.80049514285714,22.867877142857143,9.986995142857143,0.3891369,3.7142857142857144,,,,,,,,,,,,,,,,749.0,582.0,10.0,68.0,1216.0,168.0,70.0,488.0,2748.0,13.0,1012.0,212.0,82.0,34.0,59.0,651.0,657.0,98.0,40.0,66.0,20.0,79.0,2201.0,556.0,3285.0
2009-03-21,31.73190476285714,27.03498016142857,23.64428571428571,84.28619047714287,21.64707132142857,0.0,1.0,15.19127,24.65542285714286,16.509525285714286,24.64552142857143,11.637355714285714,0.42308532857142855,8.0,,,,,,,,,,,,,,,,748.0,517.0,9.0,73.0,1192.0,183.0,92.0,436.0,2637.0,14.0,1041.0,201.0,84.0,54.0,53.0,702.0,627.0,106.0,40.0,44.0,13.0,86.0,2334.0,560.0,3199.0
2009-03-28,32.14761904714286,27.629265874285714,24.147619048571432,81.65972222428572,21.697991968571426,0.0,0.14285714285714285,16.343254285714288,25.526372857142857,16.016269857142856,24.51575,11.987464285714285,0.42318454285714285,0.35714285714285715,,,,,,,,,,,,,,,,735.0,558.0,6.0,66.0,1277.0,204.0,65.0,523.0,2825.0,17.0,1099.0,199.0,88.0,32.0,54.0,671.0,708.0,111.0,45.0,66.0,6.0,66.0,2274.0,629.0,3464.0
2009-04-04,33.155102039999996,28.10469104142857,24.721768707142854,80.70768140857142,22.014619321428572,0.0,0.0,15.744247142857144,24.200219999999998,14.498115714285715,17.903581428571428,5.807898714285714,0.4414186571428571,2.942857142857143,,,,,,,,,,,,,,,,754.0,534.0,13.0,73.0,1233.0,218.0,74.0,477.0,3012.0,12.0,1237.0,211.0,90.0,35.0,48.0,653.0,710.0,128.0,46.0,53.0,11.0,73.0,2351.0,582.0,3494.0
2009-04-11,31.969387754285716,27.27329931857143,24.46734693857143,85.46207482857143,22.263071965714285,0.14285714285714285,0.0,15.936705714285713,25.009094285714287,12.773907714285713,21.975447142857142,6.601801,0.5213393,5.514285714285714,,,,,,,,,,,,,,,,744.0,502.0,11.0,65.0,1346.0,206.0,84.0,488.0,2827.0,13.0,1278.0,221.0,103.0,36.0,58.0,687.0,706.0,119.0,33.0,66.0,11.0,86.0,2477.0,641.0,3308.0
2009-04-18,31.73265306142857,28.118792517142854,24.81224489857143,81.41207483000001,22.205823142857145,0.0,0.0,13.300397142857141,22.008351428571427,10.03571542857143,20.143054285714282,14.103698,0.5691170714285715,0.4714285714285714,,,,,,,,,,,,,,,,747.0,541.0,8.0,61.0,1303.0,200.0,84.0,511.0,3046.0,16.0,1294.0,243.0,81.0,46.0,73.0,705.0,686.0,114.0,40.0,54.0,16.0,73.0,2557.0,641.0,3534.0
